last_name,suffixes,first_name,middle_name,party,chamber,district,email,url,photo_url,leg_id,updated_at
Johnson,,Delus,,Republican,lower,9,Delus.Johnson@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=62,http://www.house.mo.gov/MemberPhoto.aspx?id=453,MOL000100,2016-02-25 07:33:20
Parkinson,,Mark,,Republican,lower,105,Mark.Parkinson@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=74,http://www.house.mo.gov/MemberPhoto.aspx?id=351,MOL000145,2016-02-25 07:33:22
Ellington,,Brandon,,Democratic,lower,22,Brandon.Ellington@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=2,http://www.house.mo.gov/MemberPhoto.aspx?id=609,MOL000194,2016-02-25 07:33:23
Haefner,,Marsha,,Republican,lower,95,Marsha.Haefner@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=134,http://www.house.mo.gov/MemberPhoto.aspx?id=501,MOL000087,2016-02-25 07:33:23
Flanigan,,Tom,,Republican,lower,163,Thomas.Flanigan@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=49,http://www.house.mo.gov/MemberPhoto.aspx?id=369,MOL000076,2016-02-25 07:33:16
Allen,,Sue,,Republican,lower,100,Sue.Allen@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=61,http://www.house.mo.gov/MemberPhoto.aspx?id=357,MOL000035,2016-02-25 07:33:20
Hinson,,Dave,,Republican,lower,119,Dave.Hinson@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=108,http://www.house.mo.gov/MemberPhoto.aspx?id=500,MOL000091,2016-02-25 07:33:23
Lauer,,Jeanie,,Republican,lower,32,Jeanie.Lauer@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=159,http://www.house.mo.gov/MemberPhoto.aspx?id=462,MOL000118,2016-02-25 07:33:23
Jones,,Caleb,,Republican,lower,50,Caleb.Jones@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=9,http://www.house.mo.gov/MemberPhoto.aspx?id=506,MOL000101,2016-02-25 07:33:22
Reiboldt,,Bill,,Republican,lower,160,Bill.Reiboldt@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=148,http://www.house.mo.gov/MemberPhoto.aspx?id=446,MOL000151,2016-02-25 07:33:20
Cookson,,Steve,,Republican,lower,153,Steve.Cookson@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=10,http://www.house.mo.gov/MemberPhoto.aspx?id=513,MOL000059,2016-02-25 07:33:22
Cross,,Gary L.,,Republican,lower,35,Gary.Cross@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=129,http://www.house.mo.gov/MemberPhoto.aspx?id=479,MOL000062,2016-02-25 07:33:23
Fitzpatrick,,Scott,,Republican,lower,158,Scott.Fitzpatrick@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=128,http://www.house.mo.gov/MemberPhoto.aspx?id=648,MOL000248,2016-02-25 07:33:20
Frederick,,Keith,,Republican,lower,121,Keith.Frederick@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=123,http://www.house.mo.gov/MemberPhoto.aspx?id=511,MOL000080,2016-02-25 07:33:22
Hough,,Lincoln,,Republican,lower,135,Lincoln.Hough@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=54,http://www.house.mo.gov/MemberPhoto.aspx?id=510,MOL000095,2016-02-25 07:33:22
Lichtenegger,,Donna,,Republican,lower,146,Donna.Lichtenegger@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=96,http://www.house.mo.gov/MemberPhoto.aspx?id=515,MOL000121,2016-02-25 07:33:16
Barnes,,Jay,,Republican,lower,60,Jay.Barnes@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=102,http://www.house.mo.gov/MemberPhoto.aspx?id=504,MOL000041,2016-02-25 07:33:21
Anders,,Ira,,Democratic,lower,21,Ira.Anders@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=100,http://www.house.mo.gov/MemberPhoto.aspx?id=470,MOL000036,2016-02-25 07:33:21
Berry,,T.J.,,Republican,lower,38,TJ.Berry@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=59,http://www.house.mo.gov/MemberPhoto.aspx?id=473,MOL000043,2016-02-25 07:33:20
Zerr,,Anne,,Republican,lower,65,Anne.Zerr@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=58,http://www.house.mo.gov/MemberPhoto.aspx?id=390,MOL000193,2016-02-25 07:33:22
Burlison,,Eric,,Republican,lower,133,Eric.Burlison@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=57,http://www.house.mo.gov/MemberPhoto.aspx?id=360,MOL000050,2016-02-25 07:33:22
McNeil,,Margo,,Democratic,lower,69,Margo.McNeil@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=36,http://www.house.mo.gov/MemberPhoto.aspx?id=380,MOL000133,2016-02-25 07:33:23
McManus,,Kevin,,Democratic,lower,36,Kevin.McManus@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2015&district=39,http://www.house.mo.gov/MemberPhoto.aspx?id=485,MOL000131,2016-02-25 07:29:15
Rizzo,,John,,Democratic,lower,19,John.Rizzo@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=152,http://www.house.mo.gov/MemberPhoto.aspx?id=464,MOL000154,2016-02-25 07:33:23
Curtman,,Paul,,Republican,lower,109,Paul.Curtman@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=73,http://www.house.mo.gov/MemberPhoto.aspx?id=503,MOL000063,2016-02-25 07:33:23
Montecillo,,Genise,,Democratic,lower,92,Genise.Montecillo@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=83,http://www.house.mo.gov/MemberPhoto.aspx?id=568,MOL000136,2016-02-25 07:33:23
Conway,,Pat,,Democratic,lower,10,Pat.Conway@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=104,http://www.house.mo.gov/MemberPhoto.aspx?id=427,MOL000058,2016-02-25 07:33:21
Sommer,,Chrissy,,Republican,lower,106,Chrissy.Sommer@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=31,http://www.house.mo.gov/MemberPhoto.aspx?id=628,MOL000197,2016-02-25 07:33:23
Walton Gray,,Rochelle,,Democratic,lower,75,Rochelle.Gray@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=3,http://www.house.mo.gov/MemberPhoto.aspx?id=370,MOL000184,2016-02-25 07:33:22
Kelley,,Mike,,Republican,lower,127,Mike.Kelley@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=145,http://www.house.mo.gov/MemberPhoto.aspx?id=507,MOL000106,2016-02-25 07:33:23
Pierson,,Tommie,,Democratic,lower,66,Tommie.Pierson@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=138,http://www.house.mo.gov/MemberPhoto.aspx?id=497,MOL000147,2016-02-25 07:33:22
Lant,,Bill,,Republican,lower,159,Bill.Lant@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=7,http://www.house.mo.gov/MemberPhoto.aspx?id=445,MOL000115,2016-02-25 07:33:23
Swan,,Kathryn,,Republican,lower,147,Kathryn.Swan@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=63,http://www.house.mo.gov/MemberPhoto.aspx?id=660,MOL000355,2016-02-25 07:33:22
McCann Beatty,,Gail,,Democratic,lower,26,Gail.Beatty@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=97,http://www.house.mo.gov/MemberPhoto.aspx?id=459,MOL000127,2016-02-25 07:33:13
Conway,,Kathie,,Republican,lower,104,Kathie.Conway@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=80,http://www.house.mo.gov/MemberPhoto.aspx?id=477,MOL000057,2016-02-25 07:33:20
McGee,,DaRon,,Democratic,lower,36,DaRon.McGee@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=39,http://www.house.mo.gov/MemberPhoto.aspx?id=1872,MOL000421,2016-02-25 07:33:23
Newman,,Stacey,,Democratic,lower,87,Stacey.Newman@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=8,http://www.house.mo.gov/MemberPhoto.aspx?id=417,MOL000140,2016-02-25 07:33:23
McCreery,,Tracy,,Democratic,lower,88,Tracy.McCreery@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=26,http://www.house.mo.gov/MemberPhoto.aspx?id=623,MOL000195,2016-02-25 07:33:22
Koenig,,Andrew,,Republican,lower,99,Andrew.Koenig@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=91,http://www.house.mo.gov/MemberPhoto.aspx?id=375,MOL000110,2016-02-25 07:33:23
Lavender,,Deb,,Democratic,lower,90,Deb.Lavender@house.mo.gov,http://www.house.mo.gov/member.aspx?year=2016&district=32,http://www.house.mo.gov/MemberPhoto.aspx?id=1786,MOL000410,2016-02-25 07:33:23
Kehoe,,Mike,,Republican,upper,6,,http://www.senate.mo.gov/16info/members/mem06.htm,http://www.senate.mo.gov/15info/graphics/D06-Photo.gif,MOL000014,2016-02-25 07:33:18
Schaaf,,Rob,,Republican,upper,34,,http://www.senate.mo.gov/16info/members/mem34.htm,http://www.senate.mo.gov/15info/graphics/d34-photo.gif,MOL000029,2016-02-25 07:33:21
Riddle,,Jeanie,,Republican,upper,10,Jeanie.Riddle@house.mo.gov,http://www.senate.mo.gov/16info/members/mem10.htm,http://www.senate.mo.gov/15info/graphics/d10-photo.gif,MOL000153,2016-02-25 07:33:22
Schupp,,Jill,,Democratic,upper,24,Jill.Schupp@senate.mo.gov,http://www.senate.mo.gov/16info/members/mem24.htm,http://www.senate.mo.gov/15info/graphics/D24-photo.gif,MOL000165,2016-02-25 07:33:21
Cunningham,,Mike,,Republican,upper,33,Mike.Cunningham@senate.mo.gov,http://www.senate.mo.gov/16info/members/mem33.htm,http://www.senate.mo.gov/15info/graphics/d33-photo.gif,MOL000198,2016-02-25 07:33:22
Emery,,Ed,,Republican,upper,31,,http://www.senate.mo.gov/16info/members/mem31.htm,http://www.senate.mo.gov/15info/graphics/d31-photo.gif,MOL000199,2016-02-25 07:33:21
Walsh,,Gina,,Democratic,upper,13,,http://www.senate.mo.gov/16info/members/mem13.htm,http://www.senate.mo.gov/15info/graphics/d13-photo.gif,MOL000210,2016-02-25 07:33:19
LeVota,,Paul,,Democratic,upper,11,Paul.LeVota@senate.mo.gov,http://www.senate.mo.gov/15info/members/mem11.htm,http://www.senate.mo.gov/15info/graphics/d11-photo.gif,MOL000201,2016-02-25 07:29:14
Dempsey,,Tom,,Republican,upper,23,tom.dempsey@senate.mo.gov,http://www.senate.mo.gov/15info/members/mem23.htm,http://www.senate.mo.gov/15info/graphics/d23-photo.gif,MOL000007,2016-02-25 07:29:14
Richard,,Ron,,Republican,upper,32,,http://www.senate.mo.gov/16info/members/mem32.htm,http://www.senate.mo.gov/15info/graphics/d32-photo.gif,MOL000026,2016-02-25 07:33:22
Sater,,David,,Republican,upper,29,,http://www.senate.mo.gov/16info/members/mem29.htm,http://www.senate.mo.gov/15info/graphics/d29-photo.gif,MOL000157,2016-02-25 07:33:22
Brown,,Dan,,Republican,upper,16,Dan.Brown@senate.mo.gov,http://www.senate.mo.gov/16info/members/mem16.htm,http://www.senate.mo.gov/15info/graphics/d16-photo.gif,MOL000001,2016-02-25 07:33:22
Munzlinger,,Brian,,Republican,upper,18,,http://www.senate.mo.gov/16info/members/mem18.htm,http://www.senate.mo.gov/15info/graphics/d18-photo.gif,MOL000021,2016-02-25 07:33:22
Sifton,,Scott,,Democratic,upper,1,,http://www.senate.mo.gov/16info/members/mem01.htm,http://www.senate.mo.gov/15info/graphics/d01-photo.gif,MOL000168,2016-02-25 07:33:21
Pearce,,David,,Republican,upper,21,,http://www.senate.mo.gov/16info/members/mem21.htm,http://www.senate.mo.gov/15info/graphics/D21-photo.gif,MOL000024,2016-02-25 07:33:22
Parson,,Mike,,Republican,upper,28,mparson@senate.mo.gov,http://www.senate.mo.gov/16info/members/mem28.htm,http://www.senate.mo.gov/15info/graphics/d28-photo.gif,MOL000023,2016-02-25 07:33:16
Nasheed,,Jamilah,,Democratic,upper,5,Jamilah.Nasheed@senate.mo.gov,http://www.senate.mo.gov/16info/members/mem05.htm,http://www.senate.mo.gov/15info/graphics/D05-photo.gif,MOL000138,2016-02-25 07:33:23
Schaefer,,Kurt,,Republican,upper,19,,http://www.senate.mo.gov/16info/members/mem19.htm,http://www.senate.mo.gov/15info/graphics/d19-photo.gif,MOL000030,2016-02-25 07:33:22
Keaveny,,Joseph,,Democratic,upper,4,,http://www.senate.mo.gov/16info/members/mem04.htm,http://www.senate.mo.gov/15info/graphics/d04-photo.gif,MOL000013,2016-02-25 07:33:21
Chappelle-Nadal,,Maria,,Democratic,upper,14,maria.chappellenadal@senate.mo.gov,http://www.senate.mo.gov/16info/members/mem14.htm,http://www.senate.mo.gov/14info/graphics/d14-photo.gif,MOL000003,2016-02-25 07:33:21
Schatz,,Dave,,Republican,upper,26,Dave.Schatz@house.mo.gov,http://www.senate.mo.gov/16info/members/mem26.htm,http://www.senate.mo.gov/15info/graphics/d26-photo.gif,MOL000160,2016-02-25 07:33:23
Romine,,Gary,,Republican,upper,3,,http://www.senate.mo.gov/16info/members/mem03.htm,http://www.senate.mo.gov/15info/graphics/D03-photo.gif,MOL000205,2016-02-25 07:33:23
Libla,,Doug,,Republican,upper,25,,http://www.senate.mo.gov/16info/members/mem25.htm,http://www.senate.mo.gov/15info/graphics/d25-photo.gif,MOL000202,2016-02-25 07:33:22
Wieland,,Paul,,Republican,upper,22,Paul.Wieland@house.mo.gov,http://www.senate.mo.gov/16info/members/mem22.htm,http://www.senate.mo.gov/15info/graphics/d22-photo.gif,MOL000190,2016-02-25 07:33:23
Onder,,Bob,,Republican,upper,2,Bob.Onder@senate.mo.gov,http://www.senate.mo.gov/16info/members/mem02.htm,http://www.senate.mo.gov/15info/graphics/d02-photo.gif,MOL000417,2016-02-25 07:33:22
Hegeman,,Dan,,Republican,upper,12,,http://www.senate.mo.gov/16info/members/mem12.htm,http://www.senate.mo.gov/15info/graphics/d12-photo.gif,MOL000415,2016-02-25 07:33:23
Holsman,,Jason,,Democratic,upper,7,Jason.Holsman@house.mo.gov,http://www.senate.mo.gov/16info/members/mem07.htm,http://www.senate.mo.gov/15info/graphics/d07-photo.gif,MOL000093,2016-02-25 07:33:23
Wallingford,,Wayne,,Republican,upper,27,,http://www.senate.mo.gov/16info/members/mem27.htm,http://www.senate.mo.gov/15info/graphics/d27-photo.gif,MOL000183,2016-02-25 07:33:21
Dixon,,Bob,,Republican,upper,30,Bob.Dixon@senate.mo.gov,http://www.senate.mo.gov/16info/members/mem30.htm,http://www.senate.mo.gov/15info/graphics/d30-photo.gif,MOL000008,2016-02-25 07:33:23
Silvey,,Ryan,,Republican,upper,17,Ryan.Silvey@senate.mo.gov,http://www.senate.mo.gov/16info/members/mem17.htm,http://www.senate.mo.gov/15info/graphics/d17-photo.gif,MOL000169,2016-02-25 07:33:22
Wasson,,Jay,,Republican,upper,20,,http://www.senate.mo.gov/16info/members/mem20.htm,http://www.senate.mo.gov/15info/graphics/d20-photo.gif,MOL000033,2016-02-25 07:33:23
Kraus,,Will,,Republican,upper,8,,http://www.senate.mo.gov/16info/members/mem08.htm,http://www.senate.mo.gov/15info/graphics/D08-photo.gif,MOL000015,2016-02-25 07:33:23
Schmitt,,Eric,,Republican,upper,15,eschmitt@senate.mo.gov,http://www.senate.mo.gov/16info/members/mem15.htm,http://www.senate.mo.gov/15info/graphics/d15-photo.gif,MOL000031,2016-02-25 07:33:23
Curls,,S. Kiki,,Democratic,upper,9,,http://www.senate.mo.gov/16info/members/mem09.htm,http://www.senate.mo.gov/15info/graphics/d09-photo.gif,MOL000006,2016-02-25 07:33:23
